,Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Time Spent Per Page,Session Duration Per Visit,Traffic Source Code,Session Length to Page Views Ratio,Frequent Visitor,First-time User,High Converting User
25,3,0.0124070846501974,0.1188282623941044,Referral,1.3362649572248342,3,1.0,0.4454216524082781,0.00310177116254935,2.0,0.004135694883399133,False,False,True
26,5,0.063746928355616,0.0560941217204222,Social,7.053034390259116,1,1.0,1.4106068780518233,0.031873464177808,,0.0127493856711232,False,False,True
27,8,1.881355422317819,0.0132641641178454,Direct,2.1077428505750926,2,1.0,0.2634678563218866,0.6271184741059397,1.0,0.23516942778972738,False,False,True
28,3,0.8182412064917589,0.1580981551151219,Referral,15.022219699523305,3,1.0,5.007406566507768,0.20456030162293973,2.0,0.2727470688305863,False,False,True
29,2,3.5120133708249206,0.1350331065052273,Social,1.5528284464131656,0,0.9630796688606292,0.7764142232065828,3.5120133708249206,,1.7560066854124603,False,True,True
30,5,2.501122170816019,0.1237309497639832,Organic,3.296032105806264,2,1.0,0.6592064211612528,0.8337073902720064,4.0,0.5002244341632038,False,False,True
31,3,0.2419575224050296,0.4444082062720181,Referral,2.638993031698373,2,0.8685932750242634,0.8796643438994577,0.0806525074683432,2.0,0.0806525074683432,False,False,False
32,8,0.5324616499450573,0.2509032190407618,Social,0.9660238146126964,2,1.0,0.12075297682658705,0.17748721664835243,,0.06655770624313216,False,False,True
33,10,1.4733105190261189,0.2134857990452205,Organic,9.004402386978137,1,1.0,0.9004402386978138,0.7366552595130594,4.0,0.1473310519026119,False,False,True
34,3,0.6159258699612696,0.0755362219785417,Referral,1.9512684578896329,1,0.9722766323111524,0.6504228192965443,0.3079629349806348,2.0,0.2053086233204232,False,False,True
35,2,4.713860244535957,0.6819301199136395,Social,3.8695259450719535,4,1.0,1.9347629725359767,0.9427720489071915,,2.3569301222679786,True,False,True
36,5,1.6139237092345338,0.3684717274880268,Social,1.687480629380767,1,0.8928560062894427,0.3374961258761534,0.8069618546172669,,0.32278474184690675,False,False,False
37,7,0.2942672727913847,0.1483101754810614,Organic,7.171731070045035,2,1.0,1.0245330100064336,0.09808909093046157,4.0,0.04203818182734067,False,False,True
38,6,1.9869398210752247,0.2303267171713325,Referral,2.9924661629200124,0,1.0,0.49874436048666876,1.9869398210752247,2.0,0.33115663684587077,False,True,True
39,6,0.2856965460413616,0.4804925449137873,Organic,4.219468464008543,1,1.0,0.7032447440014238,0.1428482730206808,4.0,0.047616091006893596,False,False,True
40,2,0.4141239741595808,0.2664108739926462,Referral,3.2797725492389875,1,0.9840040614336184,1.6398862746194938,0.2070619870797904,2.0,0.2070619870797904,False,False,True
41,4,0.8217707955761175,0.1254543622118361,Paid,4.612913657593009,1,1.0,1.1532284143982523,0.41088539778805877,,0.20544269889402939,False,False,True
42,9,5.888235000079522,0.2932490957301747,Paid,8.652438902021206,0,1.0,0.9613821002245785,5.888235000079522,,0.6542483333421691,False,True,True
43,7,7.755342687286447,0.4608732858210607,Paid,3.300934783726686,1,1.0,0.47156211196095515,3.8776713436432235,,1.107906098183778,False,False,True
44,11,5.250546842673495,0.2885054510603321,Organic,5.2768128128400615,2,1.0,0.47971025571273285,1.7501822808911651,4.0,0.47732244024304504,False,False,True
45,8,1.2197446716971667,0.6132410977968061,Organic,3.0619349856020834,0,1.0,0.38274187320026043,1.2197446716971667,4.0,0.15246808396214584,False,True,True
46,3,0.9542029865321496,0.4013297362846464,Organic,1.4256441294342004,1,0.9624936422244482,0.4752147098114001,0.4771014932660748,4.0,0.3180676621773832,False,False,True
47,2,2.38989963442255,0.1894808144101669,Referral,4.237897870312852,2,1.0,2.118948935156426,0.7966332114741833,2.0,1.194949817211275,False,False,True
48,3,3.838818315655759,0.189265462107479,Social,1.593548073244933,2,1.0,0.5311826910816443,1.2796061052185863,,1.2796061052185863,False,False,True
49,4,15.049713300643354,0.0305251444806434,Organic,2.8738706829314733,1,1.0,0.7184676707328683,7.524856650321677,4.0,3.7624283251608386,False,False,True
50,5,0.4232073450418146,0.8449393803434533,Organic,0.7278104461411538,4,0.7492036585051882,0.14556208922823075,0.08464146900836292,4.0,0.08464146900836292,True,False,False
51,5,0.1516449233206013,0.1892291636317873,Paid,3.970197239543308,2,1.0,0.7940394479086617,0.05054830777353377,,0.030328984664120262,False,False,True
52,4,3.5560016694394703,0.1605296507171907,Referral,3.15454998708788,4,1.0,0.78863749677197,0.711200333887894,2.0,0.8890004173598676,True,False,True
53,3,5.3554084587506505,0.38612473548671,Organic,3.8340733205967767,1,1.0,1.2780244401989256,2.6777042293753253,4.0,1.7851361529168834,False,False,True
54,8,5.619210148332473,0.3589295820700379,Organic,3.9109380779702,2,1.0,0.488867259746275,1.8730700494441577,4.0,0.7024012685415592,False,False,True
55,2,3.403933092165628,0.04820166890094,Organic,4.879187493991548,4,1.0,2.439593746995774,0.6807866184331256,4.0,1.701966546082814,True,False,True
56,1,9.238372528003191,0.5263555174915215,Organic,5.415281971069926,2,1.0,5.415281971069926,3.079457509334397,4.0,9.238372528003191,False,False,True
57,4,2.146207592864058,0.1592057388481888,Organic,14.33851630786508,5,1.0,3.58462907696627,0.357701265477343,4.0,0.5365518982160145,True,False,True
58,5,7.353770371452756,0.2228967038497635,Organic,9.840270639683602,2,1.0,1.9680541279367205,2.4512567904842517,4.0,1.4707540742905512,False,False,True
59,4,10.308497468065536,0.6463903300210974,Referral,5.3168998790137945,1,1.0,1.3292249697534486,5.154248734032768,2.0,2.577124367016384,False,False,True
60,3,5.6350410547428265,0.05417940231829,Referral,2.769737314803667,1,1.0,0.9232457716012222,2.8175205273714132,2.0,1.8783470182476087,False,False,True
61,4,1.1121415028208963,0.2937539594143235,Organic,2.8142589453247195,1,1.0,0.7035647363311799,0.5560707514104481,4.0,0.2780353757052241,False,False,True
62,8,0.6552728058899355,0.2682410176642265,Referral,0.3706030514512945,2,0.9073492919062902,0.046325381431411815,0.21842426862997852,2.0,0.08190910073624194,False,False,True
63,2,2.3830162947800466,0.0831142767294545,Paid,1.586549520701836,1,0.6252939908196553,0.793274760350918,1.1915081473900233,,1.1915081473900233,False,False,False
64,2,1.810000328651607,0.15809285358717,Direct,3.079790781764523,2,1.0,1.5398953908822615,0.603333442883869,1.0,0.9050001643258035,False,False,True
65,2,6.305266175252669,0.2490188500275188,Organic,4.219020147523022,4,1.0,2.109510073761511,1.2610532350505337,4.0,3.1526330876263344,True,False,True
66,7,0.3161871190548802,0.2342165415543504,Referral,18.23996375799351,2,1.0,2.6057091082847874,0.10539570635162672,2.0,0.04516958843641145,False,False,True
67,6,0.8941673264414414,0.2200510159535976,Referral,4.770245175706212,5,1.0,0.795040862617702,0.14902788774024023,2.0,0.14902788774024023,True,False,True
68,7,4.18054846103158,0.1036292297839558,Organic,5.464398172543695,3,1.0,0.780628310363385,1.045137115257895,4.0,0.5972212087187971,False,False,True
69,6,0.2994167353798396,0.496233396048682,Direct,1.380698486793157,4,1.0,0.2301164144655262,0.059883347075967916,1.0,0.049902789229973266,True,False,True
70,7,1.1603617541895956,0.5398582919283599,Paid,2.25388062686357,1,1.0,0.3219829466947957,0.5801808770947978,,0.16576596488422796,False,False,True
71,6,1.4689316184688963,0.1151879431335723,Referral,3.096119050330377,1,1.0,0.5160198417217295,0.7344658092344482,2.0,0.24482193641148273,False,False,True
72,4,2.923299626646029,0.171382316277028,Organic,0.9899936276823876,2,1.0,0.2474984069205969,0.9744332088820097,4.0,0.7308249066615072,False,False,True
73,2,0.5163984409013744,0.1901883878897562,Organic,4.6816217034678,1,1.0,2.3408108517339,0.2581992204506872,4.0,0.2581992204506872,False,False,True
74,3,5.911319979457081,0.3238853886802373,Paid,1.962131629101919,3,1.0,0.6540438763673063,1.4778299948642704,,1.9704399931523604,False,False,True
75,4,1.7801348783852746,0.2735038876920478,Organic,1.2233165297261226,2,1.0,0.30582913243153065,0.5933782927950916,4.0,0.44503371959631866,False,False,True
76,7,7.4675288829847695,0.5093217486631368,Paid,6.3634723300972365,0,1.0,0.9090674757281766,7.4675288829847695,,1.0667898404263956,False,True,True
77,4,1.8926018888608171,0.1397961636790493,Organic,3.1033895265566587,0,1.0,0.7758473816391647,1.8926018888608171,4.0,0.4731504722152043,False,True,True
78,3,0.9649174657281344,0.4854521835042943,Referral,4.377897111227182,0,1.0,1.4592990370757273,0.9649174657281344,2.0,0.32163915524271147,False,True,True
79,2,0.4588550970831323,0.36961868677751,Paid,1.24304707030713,2,0.7967557424547288,0.621523535153565,0.15295169902771077,,0.22942754854156616,False,False,False
80,6,0.0112563754111372,0.1831266779641198,Organic,5.900334030844856,2,1.0,0.9833890051408094,0.003752125137045733,4.0,0.0018760625685228665,False,False,True
81,3,2.2788706382199604,0.4759607164569466,Referral,5.027113599371577,1,1.0,1.6757045331238591,1.1394353191099802,2.0,0.7596235460733202,False,False,True
82,5,0.3400325579558769,0.3141586794354785,Paid,3.714916639818429,3,1.0,0.7429833279636858,0.08500813948896922,,0.06800651159117538,False,False,True
83,9,1.4913982201312304,0.1249713200345534,Organic,5.792328941717439,1,1.0,0.643592104635271,0.7456991100656152,4.0,0.1657109133479145,False,False,True
84,6,2.6694705082287595,0.3970800939316899,Organic,2.2606589736464398,2,0.8687610399453146,0.37677649560773996,0.8898235027429199,4.0,0.44491175137145994,False,False,False
85,6,0.9675904098674976,0.2322428524572279,Organic,2.6504010685917785,1,1.0,0.4417335114319631,0.4837952049337488,4.0,0.1612650683112496,False,False,True
86,9,0.5779313974360883,0.6457106694868895,Organic,2.5728844533515853,2,1.0,0.2858760503723984,0.19264379914536278,4.0,0.06421459971512093,False,False,True
87,4,4.471255226016584,0.1471812206831701,Direct,0.7919360899622273,2,1.0,0.19798402249055683,1.4904184086721948,1.0,1.117813806504146,False,False,True
88,9,8.80059288553245,0.2898801421887009,Paid,2.997510010313455,1,1.0,0.3330566678126061,4.400296442766225,,0.97784365394805,False,False,True
89,2,0.3175499658303944,0.1671402525916281,Organic,3.4937756517619354,2,1.0,1.7468878258809677,0.10584998861013147,4.0,0.1587749829151972,False,False,True
90,10,0.5073525135162468,0.2354840228585739,Organic,2.134253607453947,0,1.0,0.2134253607453947,0.5073525135162468,4.0,0.050735251351624676,False,True,True
91,6,9.657576918783365,0.051086870800733,Organic,3.1070076519935896,3,1.0,0.5178346086655983,2.414394229695841,4.0,1.6095961531305607,False,False,True
92,9,0.1155496554534393,0.1100238844017761,Paid,3.276242705373073,1,1.0,0.3640269672636748,0.05777482772671965,,0.0128388506059377,False,False,True
93,4,11.400416877338902,0.0669185959955765,Organic,5.5535489926849735,3,1.0,1.3883872481712434,2.8501042193347255,4.0,2.8501042193347255,False,False,True
94,1,0.0139659066271273,0.3133613570187845,Paid,5.755733747613868,4,1.0,5.755733747613868,0.00279318132542546,,0.0139659066271273,True,False,True
95,6,6.206541319901083,0.2563381237756467,Organic,9.081799797021272,1,1.0,1.5136332995035453,3.1032706599505415,4.0,1.034423553316847,False,False,True
96,8,1.1015838796582622,0.3068085992120768,Social,2.2705261958393845,5,1.0,0.28381577447992307,0.18359731327637704,,0.13769798495728278,True,False,True
97,6,8.370491992142888,0.2964079056711756,Organic,7.478524876377625,0,1.0,1.2464208127296041,8.370491992142888,4.0,1.3950819986904814,False,True,True
98,2,1.143540954398527,0.3815736795386159,Paid,6.619431041505792,3,1.0,3.309715520752896,0.2858852385996318,,0.5717704771992635,False,False,True
99,3,3.186606655219403,0.068599468370799,Referral,1.1218573860138978,3,1.0,0.3739524620046326,0.7966516638048508,2.0,1.0622022184064677,False,False,True
100,5,0.2502510344556304,0.045909718802066,Paid,6.971477091571966,2,1.0,1.3942954183143932,0.08341701148521014,,0.05005020689112608,False,False,True
101,3,0.8325212864557237,0.2831866242706098,Social,1.1263977197236308,1,0.8744843267502497,0.3754659065745436,0.4162606432278618,,0.2775070954852412,False,False,False
102,3,4.457407393190684,0.1311917349714964,Referral,3.7901010927703633,0,1.0,1.2633670309234544,4.457407393190684,2.0,1.4858024643968948,False,True,True
103,5,2.2566912899066884,0.1727127120638288,Paid,7.826826066796699,5,1.0,1.5653652133593399,0.37611521498444805,,0.4513382579813377,True,False,True
104,6,7.891978664572248,0.3998181506527994,Paid,0.4243939424485501,0,1.0,0.07073232374142502,7.891978664572248,,1.315329777428708,False,True,True
105,5,1.679792406433677,0.227532182911388,Direct,5.162229294657114,0,1.0,1.0324458589314227,1.679792406433677,1.0,0.33595848128673544,False,True,True
106,3,6.116335587742476,0.3909923542014915,Referral,1.2486325879613145,1,1.0,0.4162108626537715,3.058167793871238,2.0,2.0387785292474923,False,False,True
107,5,1.7878187921382305,0.5042881717594425,Direct,9.227409198604729,2,1.0,1.8454818397209458,0.5959395973794102,1.0,0.3575637584276461,False,False,True
108,3,11.625378244874224,0.2852315842956066,Organic,6.473043947706223,1,1.0,2.1576813159020745,5.812689122437112,4.0,3.875126081624741,False,False,True
109,3,9.64423172393417,0.5739087701953813,Paid,0.9140210593945092,5,1.0,0.3046736864648364,1.6073719539890285,,3.214743907978057,True,False,True
110,6,1.1975696904893145,0.1617778916894449,Direct,2.3981329274077803,1,0.9088357026361086,0.39968882123463007,0.5987848452446572,1.0,0.19959494841488576,False,False,True
111,5,6.512662490682253,0.1351135552621585,Organic,8.233772652219175,2,1.0,1.646754530443835,2.170887496894084,4.0,1.3025324981364506,False,False,True
112,6,5.643963817427391,0.23675500359878,Direct,4.468721981755516,3,1.0,0.7447869969592528,1.4109909543568477,1.0,0.9406606362378985,False,False,True
113,2,0.7097519011818283,0.164526487976559,Organic,5.685964728757378,1,1.0,2.842982364378689,0.35487595059091415,4.0,0.35487595059091415,False,False,True
114,4,2.936816329533221,0.2530427949307719,Direct,2.644228965632059,1,1.0,0.6610572414080147,1.4684081647666105,1.0,0.7342040823833053,False,False,True
115,7,0.2263772114878869,0.5457533592735235,Paid,6.688997323275894,1,1.0,0.9555710461822705,0.11318860574394345,,0.032339601641126696,False,False,True
116,6,5.436695792351719,0.1036711961214268,Organic,10.679449414627271,2,1.0,1.779908235771212,1.8122319307839063,4.0,0.9061159653919532,False,False,True
117,5,0.5754647995443896,0.2566508003454342,Social,1.4213801693060428,1,1.0,0.2842760338612086,0.2877323997721948,,0.11509295990887791,False,False,True
118,4,0.2203412992879926,0.4494711140356089,Organic,2.5218802882446263,2,1.0,0.6304700720611566,0.0734470997626642,4.0,0.05508532482199815,False,False,True
119,3,1.5335725490526284,0.3171730094227865,Organic,4.474073839817083,2,1.0,1.4913579466056943,0.5111908496842095,4.0,0.5111908496842095,False,False,True
120,3,2.580597142110548,0.1876220487689337,Organic,3.058990147789545,4,1.0,1.0196633825965151,0.5161194284221096,4.0,0.8601990473701826,True,False,True
121,7,5.7913470027108005,0.1941115524545964,Referral,4.3985189793959245,1,1.0,0.6283598541994178,2.8956735013554002,2.0,0.8273352861015429,False,False,True
122,7,10.977091268977032,0.4438276047983579,Direct,5.067110645459287,3,1.0,0.7238729493513267,2.744272817244258,1.0,1.5681558955681474,False,False,True
123,6,1.7367380342262182,0.199953157956209,Organic,3.072196813946721,3,1.0,0.5120328023244535,0.43418450855655455,4.0,0.289456339037703,False,False,True
124,6,0.1870529002937989,0.2190782166390574,Paid,2.179539054299033,3,1.0,0.3632565090498388,0.046763225073449724,,0.031175483382299817,False,False,True
125,7,4.1482887603234415,0.2709528740375334,Organic,3.784863276164753,3,1.0,0.5406947537378218,1.0370721900808604,4.0,0.5926126800462059,False,False,True
126,8,2.498422852206063,0.3043091873047309,Referral,1.0710391996741937,0,1.0,0.1338798999592742,2.498422852206063,2.0,0.3123028565257579,False,True,True
127,6,1.78203123907626,0.0552136922775337,Organic,1.9879835143919349,0,1.0,0.33133058573198915,1.78203123907626,4.0,0.29700520651271,False,True,True
128,3,1.1100139392391175,0.2162418595800752,Organic,2.725889501821931,2,1.0,0.9086298339406437,0.37000464641303915,4.0,0.37000464641303915,False,False,True
129,7,2.0938673371432466,0.0510522902438839,Organic,3.551557937110545,2,1.0,0.5073654195872207,0.6979557790477489,4.0,0.2991239053061781,False,False,True
130,5,1.240550529563596,0.1139363263473978,Paid,8.767249214248691,0,1.0,1.7534498428497383,1.240550529563596,,0.24811010591271918,False,True,True
131,5,4.244228025902186,0.2112439156594694,Social,0.6689786983316508,1,1.0,0.13379573966633015,2.122114012951093,,0.8488456051804372,False,False,True
132,7,2.3550881247292024,0.3306023200701377,Paid,3.6438179525181646,0,1.0,0.5205454217883092,2.3550881247292024,,0.3364411606756003,False,True,True
133,4,6.28300224093805,0.2859935464951983,Organic,5.672679926459652,1,1.0,1.418169981614913,3.141501120469025,4.0,1.5707505602345124,False,False,True
134,9,2.352788346448182,0.0562264496988952,Paid,2.9341606232289847,1,1.0,0.32601784702544273,1.176394173224091,,0.26142092738313133,False,False,True
135,4,0.8164594712035298,0.4772944870437045,Social,2.252288264698725,0,1.0,0.5630720661746812,0.8164594712035298,,0.20411486780088245,False,True,True
136,5,5.713277467576045,0.1987990771428499,Organic,3.2758003650227674,1,1.0,0.6551600730045535,2.8566387337880226,4.0,1.1426554935152091,False,False,True
137,2,2.4440402679092195,0.3346154179043382,Organic,2.296890371421974,2,1.0,1.148445185710987,0.8146800893030731,4.0,1.2220201339546097,False,False,True
138,6,0.6951948633680447,0.1463059665156274,Organic,1.4920045781034217,5,1.0,0.24866742968390362,0.11586581056134078,4.0,0.11586581056134078,True,False,True
139,3,2.930573926598889,0.3152610306849136,Referral,1.8151687334964832,0,1.0,0.6050562444988278,2.930573926598889,2.0,0.976857975532963,False,True,True
140,6,1.3281776894388035,0.5123492200305838,Paid,1.8443252983349196,0,0.9325454594296814,0.3073875497224866,1.3281776894388035,,0.2213629482398006,False,True,True
141,2,5.58150820981024,0.2780673788599246,Paid,14.264802931707855,3,1.0,7.132401465853928,1.39537705245256,,2.79075410490512,False,False,True
142,3,1.8115637850745652,0.1575111953787996,Organic,4.103969067239065,6,1.0,1.3679896890796883,0.2587948264392236,4.0,0.6038545950248551,True,False,True
143,5,3.8887178019998303,0.1425346737889799,Organic,3.141011092559457,2,1.0,0.6282022185118914,1.2962392673332768,4.0,0.7777435603999661,False,False,True
144,3,0.3012390165065718,0.2284727323906531,Direct,1.5561284920660086,1,1.0,0.5187094973553362,0.1506195082532859,1.0,0.10041300550219061,False,False,True
145,4,1.5126641709219673,0.2769074232965213,Organic,9.791441185977844,1,1.0,2.447860296494461,0.7563320854609836,4.0,0.3781660427304918,False,False,True
146,5,12.266537687935152,0.0857546234540837,Direct,5.452240456492651,1,1.0,1.0904480912985304,6.133268843967576,1.0,2.4533075375870306,False,False,True
147,6,4.957980378612432,0.1765612628140704,Paid,5.9369222268790125,2,1.0,0.9894870378131687,1.652660126204144,,0.826330063102072,False,False,True
148,3,0.5228487487656157,0.5280604060827006,Organic,8.897551137734014,2,1.0,2.9658503792446713,0.17428291625520523,4.0,0.17428291625520523,False,False,True
149,3,0.9762101765975316,0.1945413159564688,Paid,2.3102080586045988,1,1.0,0.7700693528681996,0.4881050882987658,,0.3254033921991772,False,False,True
150,4,1.2006080766715876,0.0313796656053493,Direct,9.049868247078232,0,1.0,2.262467061769558,1.2006080766715876,1.0,0.3001520191678969,False,True,True
151,5,3.1526013866520888,0.1394595720655908,Paid,4.376876322838118,2,1.0,0.8753752645676236,1.0508671288840297,,0.6305202773304177,False,False,True
152,4,4.244016809963814,0.2462714108251806,Social,7.275034714239368,5,1.0,1.818758678559842,0.707336134993969,,1.0610042024909534,True,False,True
153,2,4.153207760655973,0.177797786867308,Organic,3.5498083436792056,4,1.0,1.7749041718396028,0.8306415521311946,4.0,2.0766038803279865,True,False,True
154,6,2.139278678872115,0.3994584897869793,Paid,2.353521169793928,1,1.0,0.392253528298988,1.0696393394360575,,0.35654644647868583,False,False,True
155,6,4.995177537594125,0.394311397066615,Social,5.883734969007183,3,1.0,0.9806224948345306,1.2487943843985312,,0.8325295895990208,False,False,True
156,8,1.7238430529144333,0.0217225983360254,Direct,1.346004106652498,2,1.0,0.16825051333156224,0.5746143509714777,1.0,0.21548038161430416,False,False,True
157,1,0.3967585690575952,0.2549449489445414,Paid,5.419541377159844,2,1.0,5.419541377159844,0.13225285635253173,,0.3967585690575952,False,False,True
158,6,2.493380843270661,0.1152029675283075,Referral,0.2070173819999189,3,1.0,0.03450289699998648,0.6233452108176653,2.0,0.4155634738784435,False,False,True
159,2,9.128558726358031,0.1040616618915663,Organic,0.8465403052133496,1,1.0,0.4232701526066748,4.564279363179016,4.0,4.564279363179016,False,False,True
160,5,4.725017449757027,0.5935636271771894,Organic,1.740479856108795,6,1.0,0.348095971221759,0.6750024928224325,4.0,0.9450034899514055,True,False,True
161,2,2.5932349420926637,0.1560048092597932,Organic,3.016579317195472,5,1.0,1.508289658597736,0.43220582368211063,4.0,1.2966174710463318,True,False,True
162,6,3.1222105088525813,0.113945984927015,Organic,6.081979543064046,2,1.0,1.013663257177341,1.0407368362841938,4.0,0.5203684181420969,False,False,True
163,4,8.001964200709786,0.322041647534774,Organic,1.9347063956718211,3,1.0,0.4836765989179553,2.0004910501774464,4.0,2.0004910501774464,False,False,True
164,3,1.6776472746574818,0.4808339098593076,Organic,4.80342949711786,2,1.0,1.6011431657059534,0.5592157582191606,4.0,0.5592157582191606,False,False,True
165,5,1.2076816166111808,0.0944746737795822,Direct,3.1162333816392547,0,1.0,0.6232466763278509,1.2076816166111808,1.0,0.24153632332223615,False,True,True
166,6,11.348458299276192,0.1234849792139043,Referral,7.008283027454058,0,1.0,1.168047171242343,11.348458299276192,2.0,1.891409716546032,False,True,True
167,3,5.973042440378119,0.2942400230616854,Paid,1.5864544419609712,1,1.0,0.5288181473203237,2.9865212201890596,,1.9910141467927065,False,False,True
168,4,1.170445161584612,0.6315198751416798,Direct,2.6644997979833374,3,1.0,0.6661249494958343,0.292611290396153,1.0,0.292611290396153,False,False,True
169,8,1.8696356051504632,0.3035135654312956,Organic,8.023780429273895,2,1.0,1.0029725536592369,0.6232118683834877,4.0,0.2337044506438079,False,False,True
170,4,1.6088309835866306,0.5656975822865379,Paid,1.436848945773108,2,0.8248027988594051,0.359212236443277,0.5362769945288769,,0.40220774589665764,False,False,False
171,10,0.4843667628025118,0.6420299221182524,Referral,5.274311468214218,4,1.0,0.5274311468214218,0.09687335256050236,2.0,0.04843667628025118,True,False,True
172,4,9.497379219239686,0.3283843144650636,Organic,0.557270605809776,0,1.0,0.139317651452444,9.497379219239686,4.0,2.3743448048099216,False,True,True
173,5,1.554116888462007,0.3767705822363964,Referral,8.505160283446262,2,1.0,1.7010320566892525,0.518038962820669,2.0,0.31082337769240137,False,False,True
174,10,6.246233022988854,0.1845266137726085,Organic,1.756233586722795,0,1.0,0.1756233586722795,6.246233022988854,4.0,0.6246233022988854,False,True,True
175,3,0.6297796990361515,0.419572940660775,Organic,1.909935826166936,7,1.0,0.6366452753889786,0.07872246237951894,4.0,0.20992656634538384,True,False,True
176,4,2.381361968440681,0.1415866582536039,Organic,1.0462371417866865,1,0.9933829120236504,0.2615592854466716,1.1906809842203405,4.0,0.5953404921101703,False,False,True
177,7,0.0727593867895229,0.1268491719144591,Direct,5.003371014447885,1,1.0,0.7147672877782693,0.03637969339476145,1.0,0.010394198112788985,False,False,True
178,5,4.334574492637506,0.4509169341674394,Referral,3.831937970323239,4,1.0,0.7663875940646478,0.8669148985275011,2.0,0.8669148985275011,True,False,True
179,10,2.609036660175747,0.1676802152975113,Referral,1.5235067144705878,3,1.0,0.15235067144705877,0.6522591650439368,2.0,0.2609036660175747,False,False,True
180,4,2.94720813850993,0.3112703131543445,Paid,3.3429796629206106,2,1.0,0.8357449157301526,0.9824027128366434,,0.7368020346274825,False,False,True
181,2,0.1593191771324265,0.3907657741344331,Organic,13.33602859214232,1,1.0,6.66801429607116,0.07965958856621325,4.0,0.07965958856621325,False,False,True
